test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,n_test_trials,n_test_samples,channel
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,10.258914112943193,8.046035033290257,0.5829591866272613,0.19616595136515114,33.64876807284501,10.217515449692856,10.062238777777036,11.224023338555819,2.3159026697224285,40,40000,FCz
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,7.684288394729794,6.015759777802315,0.2937922966302338,0.08250551028898323,33.64876807284501,10.217515449692856,10.062238777777036,11.224023338555819,2.3159026697224285,40,40000,C5
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,8.104493755609667,6.385973220424809,0.45157542148193236,0.16422422387960312,33.64876807284501,10.217515449692856,10.062238777777036,11.224023338555819,2.3159026697224285,40,40000,C6
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.856545466054598,7.746019136193557,0.4980590123392304,0.10155144360482304,33.64876807284501,10.217515449692856,10.062238777777036,11.224023338555819,2.3159026697224285,40,40000,CPz
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.057999405711366,7.115164545624415,0.3851833775710342,0.11705371353045901,33.64876807284501,10.217515449692856,10.062238777777036,11.224023338555819,2.3159026697224285,40,40000,P1
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,8.977056519712786,7.0197764819997746,0.41403935179956836,0.1267164610065734,33.64876807284501,10.217515449692856,10.062238777777036,11.224023338555819,2.3159026697224285,40,40000,P2
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,8.921825253674772,7.002592115510999,0.45194482506063854,0.15425360070201166,33.64876807284501,10.217515449692856,10.062238777777036,11.224023338555819,2.3159026697224285,40,40000,POz
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.759452813749586,7.668799472129157,0.31506271389025575,0.05814167286855376,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.12920313513715,7.159087077643754,0.2820007873932493,0.0670074812623005,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,FC3
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.949505001872422,7.847534860596225,0.2852413248510124,0.062142306244553414,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,FC1
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.32740175843558,8.162623100609538,0.34761278820794805,0.07396005325325439,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,FCz
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.967781775093268,7.847268364094934,0.39236795588477436,0.0911272533887173,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,FC2
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.518728302470096,7.476920281320388,0.45570752560413746,0.11531552022135882,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,FC4
