test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,n_test_trials,n_test_samples,model_loaded,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,channel
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.1013619899749756,1.668920636177063,0.9841769933700562,0.9680443406105042,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,FC1
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.6048073768615723,2.072401285171509,0.9766764044761658,0.9529501795768738,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,FCz
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.0234575271606445,1.6025010347366333,0.9853275418281555,0.9703284502029419,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,FC2
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.286857843399048,1.7854905128479004,0.9804920554161072,0.9612150192260742,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,FC4
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,4.2308878898620605,3.015688180923462,0.9231705665588379,0.845793604850769,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,C5
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.3541879653930664,1.8623582124710083,0.9807692766189575,0.9614136219024658,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,C1
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.980292320251465,2.362762451171875,0.970494270324707,0.9406371712684631,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,Cz
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.2660632133483887,1.7972503900527954,0.9819456934928894,0.963599443435669,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,C2
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,3.943096399307251,2.977177619934082,0.9471855759620667,0.8873218894004822,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,C6
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.800560474395752,1.4162088632583618,0.988895058631897,0.9771648049354553,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,CP3
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.85310697555542,1.477911353111267,0.988227128982544,0.9762020111083984,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,CP1
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.0168685913085938,1.593902349472046,0.9868899583816528,0.9731795191764832,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,CPz
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.7320642471313477,1.3650394678115845,0.9898874759674072,0.9797940254211426,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,CP2
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.9883031845092773,1.570512294769287,0.9866504669189453,0.9729393720626831,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,CP4
A03T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.1109447479248047,1.6530814170837402,0.9855592846870422,0.9709312319755554,1.3787823362928278,1.4197409256253348,1.9388533955788099,3.052433769882569,2.07899543164066,P1
